tempo,rootlocus,referencia,bode
19853,19717,19853,19700
19854,19718,19854,19701
19855,19719,19855,19702
19856,19720,19856,19703
19857,19721,19857,19704
19858,19722,19858,19705
19859,19723,19859,19706
19860,19724,19860,19707
19861,19725,19861,19708
19862,19726,19862,19710
19863,19727,19863,19711
19864,19728,19864,19712
19865,19729,19865,19713
19866,19730,19866,19714
19867,19731,19867,19715
19868,19732,19868,19716
19869,19733,19869,19717
19870,19734,19870,19718
19871,19735,19871,19719
19872,19736,19872,19720
19873,19737,19873,19721
19874,19738,19874,19722
19875,19739,19875,19723
19876,19740,19876,19724
19877,19741,19877,19725
19878,19742,19878,19726
19879,19743,19879,19727
19880,19744,19880,19728
19881,19745,19881,19729
19882,19746,19882,19730
19883,19747,19883,19731
19884,19748,19884,19732
19885,19749,19885,19733
19886,19750,19886,19734
19887,19751,19887,19735
19888,19752,19888,19736
19889,19753,19889,19737
19890,19754,19890,19738
19891,19755,19891,19739
19892,19756,19892,19740
19893,19757,19893,19741
19894,19758,19894,19742
19895,19759,19895,19743
19896,19760,19896,19744
19897,19761,19897,19745
19898,19762,19898,19746
19899,19763,19899,19747
19900,19764,19900,19748
19901,19765,19901,19749
19902,19766,19902,19750
19903,19767,19903,19751
19904,19768,19904,19752
19905,19769,19905,19753
19906,19770,19906,19754
19907,19771,19907,19755
19908,19772,19908,19756
19909,19773,19909,19757
19910,19774,19910,19758
19911,19775,19911,19759
19912,19776,19912,19760
19913,19777,19913,19761
19914,19778,19914,19762
19915,19779,19915,19763
19916,19780,19916,19764
19917,19781,19917,19765
19918,19782,19918,19766
19919,19783,19919,19767
19920,19784,19920,19768
19921,19785,19921,19769
19922,19786,19922,19770
19923,19787,19923,19771
19924,19788,19924,19772
19925,19789,19925,19773
19926,19790,19926,19774
19927,19791,19927,19775
19928,19792,19928,19776
19929,19793,19929,19777
19930,19794,19930,19778
19931,19795,19931,19779
19932,19796,19932,19780
19933,19797,19933,19781
19934,19798,19934,19782
19935,19799,19935,19783
19936,19800,19936,19784
19937,19801,19937,19785
19938,19802,19938,19786
19939,19803,19939,19787
19940,19804,19940,19788
19941,19805,19941,19789
19942,19806,19942,19790
19943,19807,19943,19791
19944,19808,19944,19792
19945,19809,19945,19793
19946,19810,19946,19794
19947,19811,19947,19795
19948,19812,19948,19796
19949,19813,19949,19797
19950,19814,19950,19798
19951,19815,19951,19799
19952,19816,19952,19801
19953,19817,19953,19802
19954,19818,19954,19803
19955,19819,19955,19804
19956,19820,19956,19805
19957,19821,19957,19806
19958,19822,19958,19807
19959,19823,19959,19808
19960,19824,19960,19809
19961,19825,19961,19810
19962,19826,19962,19811
19963,19827,19963,19812
19964,19828,19964,19813
19965,19829,19965,19814
19966,19830,19966,19815
19967,19831,19967,19816
19968,19832,19968,19817
19969,19833,19969,19818
19970,19834,19970,19819
19971,19835,19971,19820
19972,19836,19972,19821
19973,19837,19973,19822
19974,19839,19974,19823
19975,19840,19975,19824
19976,19841,19976,19825
19977,19842,19977,19826
19978,19843,19978,19827
19979,19844,19979,19828
19980,19845,19980,19829
19981,19846,19981,19830
19982,19847,19982,19831
19983,19848,19983,19832
19984,19849,19984,19833
19985,19850,19985,19834
19986,19851,19986,19835
19987,19852,19987,19836
19988,19853,19988,19837
19989,19854,19989,19838
19990,19855,19990,19839
19991,19856,19991,19840
19992,19857,19992,19841
19993,19858,19993,19842
19994,19859,19994,19843
19995,19860,19995,19844
19996,19861,19996,19845
19997,19862,19997,19846
19998,19863,19998,19847
19999,19864,19999,19848
20000,19865,20000,19849
20001,19866,20001,19850
20002,19867,20002,19851
20003,19868,20003,19852
20004,19869,20004,19853
20005,19870,20005,19854
20006,19871,20006,19855
20007,19872,20007,19856
20008,19873,20008,19857
20009,19874,20009,19858
20010,19875,20010,19859
20011,19876,20011,19860
20012,19877,20012,19861
20013,19878,20013,19862
20014,19879,20014,19863
20015,19880,20015,19864
20016,19881,20016,19865
20017,19882,20017,19866
20018,19883,20018,19867
20019,19884,20019,19868
20020,19885,20020,19869
20021,19886,20021,19870
20022,19887,20022,19871
20023,19888,20023,19872
20024,19889,20024,19873
20025,19890,20025,19874
20026,19891,20026,19875
20027,19892,20027,19876
20028,19893,20028,19877
20029,19894,20029,19878
20030,19895,20030,19879
20031,19896,20031,19880
20032,19897,20032,19881
20033,19898,20033,19882
20034,19899,20034,19883
20035,19900,20035,19884
20036,19901,20036,19885
20037,19902,20037,19886
20038,19903,20038,19887
20039,19904,20039,19888
20040,19905,20040,19889
20041,19906,20041,19890
20042,19907,20042,19891
20043,19908,20043,19892
20044,19909,20044,19894
20045,19910,20045,19895
20046,19911,20046,19896
20047,19912,20047,19897
20048,19913,20048,19898
20049,19914,20049,19899
20050,19915,20050,19900
20051,19916,20051,19901
20052,19917,20052,19902
20053,19918,20053,19903
20054,19919,20054,19904
20055,19920,20055,19905
20056,19921,20056,19906
20057,19922,20057,19907
20058,19923,20058,19908
20059,19924,20059,19909
20060,19925,20060,19910
20061,19926,20061,19911
20062,19927,20062,19912
20063,19928,20063,19913
20064,19929,20064,19914
20065,19930,20065,19915
20066,19931,20066,19916
20067,19932,20067,19917
20068,19933,20068,19918
20069,19934,20069,19919
20070,19935,20070,19920
20071,19936,20071,19921
20072,19937,20072,19922
20073,19938,20073,19923
20074,19939,20074,19924
20075,19940,20075,19925
20076,19941,20076,19926
20077,19942,20077,19927
20078,19943,20078,19928
20079,19944,20079,19929
20080,19945,20080,19930
20081,19946,20081,19931
20082,19947,20082,19932
20083,19948,20083,19933
20084,19949,20084,19934
20085,19950,20085,19935
20086,19951,20086,19936
20087,19952,20087,19937
20088,19953,20088,19938
20089,19954,20089,19939
20090,19955,20090,19940
20091,19956,20091,19941
20092,19957,20092,19942
20093,19958,20093,19943
20094,19959,20094,19944
20095,19960,20095,19945
20096,19961,20096,19946
20097,19962,20097,19947
20098,19963,20098,19948
20099,19964,20099,19949
20100,19965,20100,19950
20101,19966,20101,19951
20102,19967,20102,19952
20103,19968,20103,19953
20104,19970,20104,19954
20105,19971,20105,19955
20106,19972,20106,19956
20107,19973,20107,19957
20108,19974,20108,19958
20109,19975,20109,19959
20110,19976,20110,19960
20111,19977,20111,19961
20112,19978,20112,19962
20113,19979,20113,19963
20114,19980,20114,19964
20115,19981,20115,19965
20116,19982,20116,19966
20117,19983,20117,19967
20118,19984,20118,19968
20119,19985,20119,19969
20120,19986,20120,19970
20121,19987,20121,19971
20122,19988,20122,19972
20123,19989,20123,19973
20124,19990,20124,19974
20125,19991,20125,19975
20126,19992,20126,19976
20127,19993,20127,19977
20128,19994,20128,19978
20129,19995,20129,19979
20130,19996,20130,19980
20131,19997,20131,19981
20132,19998,20132,19982
20133,19999,20133,19983
20134,20000,20134,19984
20135,20001,20135,19985
20136,20002,20136,19986
20137,20003,20137,19988
20138,20004,20138,19989
20139,20005,20139,19990
20140,20006,20140,19991
20141,20007,20141,19992
20142,20008,20142,19993
20143,20009,20143,19994
20144,20010,20144,19995
20145,20011,20145,19996
20146,20012,20146,19997
20147,20013,20147,19998
20148,20014,20148,19999
20149,20015,20149,20000
20150,20016,20150,20001
20151,20017,20151,20002
20152,20018,20152,20003
20153,20019,20153,20004
20154,20020,20154,20005
20155,20021,20155,20006
20156,20022,20156,20007
20157,20023,20157,20008
20158,20024,20158,20009
20159,20025,20159,20010
20160,20026,20160,20011
20161,20027,20161,20012
20162,20028,20162,20013
20163,20029,20163,20014
20164,20030,20164,20015
20165,20031,20165,20016
20166,20032,20166,20017
20167,20033,20167,20018
20168,20034,20168,20019
20169,20035,20169,20020
20170,20036,20170,20021
20171,20037,20171,20022
20172,20038,20172,20023
20173,20039,20173,20024
20174,20040,20174,20025
20175,20041,20175,20026
20176,20042,20176,20027
20177,20043,20177,20028
20178,20044,20178,20029
20179,20045,20179,20030
20180,20046,20180,20031
20181,20047,20181,20032
20182,20048,20182,20033
20183,20049,20183,20034
20184,20050,20184,20035
20185,20051,20185,20036
20186,20052,20186,20037
20187,20053,20187,20038
20188,20054,20188,20039
20189,20055,20189,20040
20190,20056,20190,20041
20191,20057,20191,20042
20192,20058,20192,20043
20193,20059,20193,20044
20194,20060,20194,20045
20195,20061,20195,20046
20196,20062,20196,20047
20197,20063,20197,20048
20198,20064,20198,20049
20199,20065,20199,20050
20200,20066,20200,20051
20201,20067,20201,20052
20202,20068,20202,20053
20203,20069,20203,20054
20204,20070,20204,20055
20205,20071,20205,20056
20206,20072,20206,20057
20207,20073,20207,20058
20208,20074,20208,20059
20209,20075,20209,20060
20210,20076,20210,20061
20211,20077,20211,20062
20212,20078,20212,20063
20213,20079,20213,20064
20214,20080,20214,20065
20215,20081,20215,20066
20216,20082,20216,20067
20217,20083,20217,20068
20218,20084,20218,20069
20219,20085,20219,20070
20220,20086,20220,20071
20221,20087,20221,20072
20222,20088,20222,20073
20223,20089,20223,20074
20224,20090,20224,20075
20225,20091,20225,20076
20226,20092,20226,20077
20227,20093,20227,20078
20228,20094,20228,20079
20229,20095,20229,20080
20230,20096,20230,20081
20231,20097,20231,20083
20232,20098,20232,20084
20233,20099,20233,20085
20234,20100,20234,20086
20235,20101,20235,20087
20236,20103,20236,20088
20237,20104,20237,20089
20238,20105,20238,20090
20239,20106,20239,20091
20240,20107,20240,20092
20241,20108,20241,20093
20242,20109,20242,20094
20243,20110,20243,20095
20244,20111,20244,20096
20245,20112,20245,20097
20246,20113,20246,20098
20247,20114,20247,20099
20248,20115,20248,20100
20249,20116,20249,20101
20250,20117,20250,20102
20251,20118,20251,20103
20252,20119,20252,20104
20253,20120,20253,20105
20254,20121,20254,20106
20255,20122,20255,20107
20256,20123,20256,20108
20257,20124,20257,20109
20258,20125,20258,20110
20259,20126,20259,20111
20260,20127,20260,20112
20261,20128,20261,20113
20262,20129,20262,20114
20263,20130,20263,20115
20264,20131,20264,20116
20265,20132,20265,20117
20266,20133,20266,20118
20267,20134,20267,20119
20268,20135,20268,20120
20269,20136,20269,20121
20270,20137,20270,20122
20271,20138,20271,20123
20272,20139,20272,20124
20273,20140,20273,20125
20274,20141,20274,20126
20275,20142,20275,20127
20276,20143,20276,20128
20277,20144,20277,20129
20278,20145,20278,20130
20279,20146,20279,20131
20280,20147,20280,20132
20281,20148,20281,20133
20282,20149,20282,20134
20283,20150,20283,20135
20284,20151,20284,20136
20285,20152,20285,20137
20286,20153,20286,20138
20287,20154,20287,20139
20288,20155,20288,20140
20289,20156,20289,20141
20290,20157,20290,20142
20291,20158,20291,20143
20292,20159,20292,20144
20293,20160,20293,20145
20294,20161,20294,20146
20295,20162,20295,20147
20296,20163,20296,20148
20297,20164,20297,20149
20298,20165,20298,20150
20299,20166,20299,20151
20300,20167,20300,20152
20301,20168,20301,20153
20302,20169,20302,20154
20303,20170,20303,20155
20304,20171,20304,20156
20305,20172,20305,20157
20306,20173,20306,20158
20307,20174,20307,20159
20308,20175,20308,20160
20309,20176,20309,20161
20310,20177,20310,20162
20311,20178,20311,20163
20312,20179,20312,20164
20313,20180,20313,20165
20314,20181,20314,20166
20315,20182,20315,20167
20316,20183,20316,20168
20317,20184,20317,20169
20318,20185,20318,20170
20319,20186,20319,20171
20320,20187,20320,20172
20321,20188,20321,20173
20322,20189,20322,20174
20323,20190,20323,20175
20324,20191,20324,20176
20325,20192,20325,20177
20326,20193,20326,20179
20327,20194,20327,20180
20328,20195,20328,20181
20329,20196,20329,20182
20330,20197,20330,20183
20331,20198,20331,20184
20332,20199,20332,20185
20333,20200,20333,20186
20334,20201,20334,20187
20335,20202,20335,20188
20336,20203,20336,20189
20337,20204,20337,20190
20338,20205,20338,20191
20339,20206,20339,20192
20340,20207,20340,20193
20341,20208,20341,20194
20342,20209,20342,20195
20343,20210,20343,20196
20344,20211,20344,20197
20345,20212,20345,20198
20346,20213,20346,20199
20347,20214,20347,20200
20348,20215,20348,20201
20349,20216,20349,20202
20350,20217,20350,20203
20351,20218,20351,20204
20352,20219,20352,20205
20353,20220,20353,20206
20354,20221,20354,20207
20355,20222,20355,20208
20356,20223,20356,20209
20357,20224,20357,20210
20358,20225,20358,20211
20359,20226,20359,20212
20360,20227,20360,20213
20361,20228,20361,20214
20362,20229,20362,20215
20363,20230,20363,20216
20364,20231,20364,20217
20365,20232,20365,20218
20366,20233,20366,20219
20367,20234,20367,20220
20368,20235,20368,20221
20369,20236,20369,20222
20370,20238,20370,20223
20371,20239,20371,20224
20372,20240,20372,20225
20373,20241,20373,20226
20374,20242,20374,20227
20375,20243,20375,20228
20376,20244,20376,20229
20377,20245,20377,20230
20378,20246,20378,20231
20379,20247,20379,20232
20380,20248,20380,20233
20381,20249,20381,20234
20382,20250,20382,20235
20383,20251,20383,20236
20384,20252,20384,20237
20385,20253,20385,20238
20386,20254,20386,20239
20387,20255,20387,20240
20388,20256,20388,20241
20389,20257,20389,20242
20390,20258,20390,20243
20391,20259,20391,20244
20392,20260,20392,20245
20393,20261,20393,20246
20394,20262,20394,20247
20395,20263,20395,20248
20396,20264,20396,20249
20397,20265,20397,20250
20398,20266,20398,20251
20399,20267,20399,20252
20400,20268,20400,20253
20401,20269,20401,20254
20402,20270,20402,20255
20403,20271,20403,20256
20404,20272,20404,20257
20405,20273,20405,20258
20406,20274,20406,20259
20407,20275,20407,20260
20408,20276,20408,20261
20409,20277,20409,20262
20410,20278,20410,20263
20411,20279,20411,20264
20412,20280,20412,20265
20413,20281,20413,20266
20414,20282,20414,20267
20415,20283,20415,20268
20416,20284,20416,20269
20417,20285,20417,20270
20418,20286,20418,20271
20419,20287,20419,20272
20420,20288,20420,20273
20421,20289,20421,20274
20422,20290,20422,20276
20423,20291,20423,20277
20424,20292,20424,20278
20425,20293,20425,20279
20426,20294,20426,20280
20427,20295,20427,20281
20428,20296,20428,20282
20429,20297,20429,20283
20430,20298,20430,20284
20431,20299,20431,20285
20432,20300,20432,20286
20433,20301,20433,20287
20434,20302,20434,20288
20435,20303,20435,20289
20436,20304,20436,20290
20437,20305,20437,20291
20438,20306,20438,20292
20439,20307,20439,20293
20440,20308,20440,20294
20441,20309,20441,20295
20442,20310,20442,20296
20443,20311,20443,20297
20444,20312,20444,20298
20445,20313,20445,20299
20446,20314,20446,20300
20447,20315,20447,20301
20448,20316,20448,20302
20449,20317,20449,20303
20450,20318,20450,20304
20451,20319,20451,20305
20452,20320,20452,20306
20453,20321,20453,20307
20454,20322,20454,20308
20455,20323,20455,20309
20456,20324,20456,20310
20457,20325,20457,20311
20458,20326,20458,20312
20459,20327,20459,20313
20460,20328,20460,20314
20461,20329,20461,20315
20462,20330,20462,20316
20463,20331,20463,20317
20464,20332,20464,20318
20465,20333,20465,20319
20466,20334,20466,20320
20467,20335,20467,20321
20468,20336,20468,20322
20469,20337,20469,20323
20470,20338,20470,20324
20471,20339,20471,20325
20472,20340,20472,20326
20473,20341,20473,20327
20474,20342,20474,20328
20475,20343,20475,20329
20476,20344,20476,20330
20477,20345,20477,20331
20478,20346,20478,20332
20479,20347,20479,20333
20480,20348,20480,20334
20481,20349,20481,20335
20482,20350,20482,20336
20483,20351,20483,20337
20484,20352,20484,20338
20485,20353,20485,20339
20486,20354,20486,20340
20487,20355,20487,20341
20488,20356,20488,20342
20489,20357,20489,20343
20490,20358,20490,20344
20491,20359,20491,20345
20492,20360,20492,20346
20493,20361,20493,20347
20494,20362,20494,20348
20495,20363,20495,20349
20496,20364,20496,20350
20497,20365,20497,20351
20498,20366,20498,20352
20499,20367,20499,20353
20500,20368,20500,20354
20501,20369,20501,20355
20502,20370,20502,20356
20503,20371,20503,20357
20504,20372,20504,20358
20505,20373,20505,20359
20506,20375,20506,20360
20507,20376,20507,20361
20508,20377,20508,20362
20509,20378,20509,20363
20510,20379,20510,20364
20511,20380,20511,20365
20512,20381,20512,20366
20513,20382,20513,20367
20514,20383,20514,20368
20515,20384,20515,20369
20516,20385,20516,20370
20517,20386,20517,20371
20518,20387,20518,20372
20519,20388,20519,20374
20520,20389,20520,20375
20521,20390,20521,20376
20522,20391,20522,20377
20523,20392,20523,20378
20524,20393,20524,20379
20525,20394,20525,20380
20526,20395,20526,20381
20527,20396,20527,20382
20528,20397,20528,20383
20529,20398,20529,20384
20530,20399,20530,20385
20531,20400,20531,20386
20532,20401,20532,20387
20533,20402,20533,20388
20534,20403,20534,20389
20535,20404,20535,20390
20536,20405,20536,20391
20537,20406,20537,20392
20538,20407,20538,20393
20539,20408,20539,20394
20540,20409,20540,20395
20541,20410,20541,20396
20542,20411,20542,20397
20543,20412,20543,20398
20544,20413,20544,20399
20545,20414,20545,20400
20546,20415,20546,20401
20547,20416,20547,20402
20548,20417,20548,20403
20549,20418,20549,20404
20550,20419,20550,20405
20551,20420,20551,20406
20552,20421,20552,20407
20553,20422,20553,20408
20554,20423,20554,20409
20555,20424,20555,20410
20556,20425,20556,20411
20557,20426,20557,20412
20558,20427,20558,20413
20559,20428,20559,20414
20560,20429,20560,20415
20561,20430,20561,20416
20562,20431,20562,20417
20563,20432,20563,20418
20564,20433,20564,20419
20565,20434,20565,20420
20566,20435,20566,20421
20567,20436,20567,20422
20568,20437,20568,20423
20569,20438,20569,20424
20570,20439,20570,20425
20571,20440,20571,20426
20572,20441,20572,20427
20573,20442,20573,20428
20574,20443,20574,20429
20575,20444,20575,20430
20576,20445,20576,20431
20577,20446,20577,20432
20578,20447,20578,20433
20579,20448,20579,20434
20580,20449,20580,20435
20581,20450,20581,20436
20582,20451,20582,20437
20583,20452,20583,20438
20584,20453,20584,20439
20585,20454,20585,20440
20586,20455,20586,20441
20587,20456,20587,20442
20588,20457,20588,20443
20589,20458,20589,20444
20590,20459,20590,20445
20591,20460,20591,20446
20592,20461,20592,20447
20593,20462,20593,20448
20594,20463,20594,20449
20595,20464,20595,20450
20596,20465,20596,20451
20597,20466,20597,20452
20598,20467,20598,20453
20599,20468,20599,20454
20600,20469,20600,20455
20601,20470,20601,20456
20602,20471,20602,20457
20603,20472,20603,20458
20604,20473,20604,20459
20605,20474,20605,20460
20606,20475,20606,20461
20607,20476,20607,20462
20608,20477,20608,20463
20609,20478,20609,20464
20610,20479,20610,20465
20611,20480,20611,20466
20612,20481,20612,20467
20613,20482,20613,20468
20614,20483,20614,20469
20615,20484,20615,20470
20616,20485,20616,20471
20617,20486,20617,20473
20618,20487,20618,20474
20619,20488,20619,20475
20620,20489,20620,20476
20621,20490,20621,20477
20622,20491,20622,20478
20623,20492,20623,20479
20624,20493,20624,20480
20625,20494,20625,20481
20626,20495,20626,20482
20627,20496,20627,20483
20628,20497,20628,20484
20629,20498,20629,20485
20630,20499,20630,20486
20631,20500,20631,20487
20632,20501,20632,20488
20633,20502,20633,20489
20634,20503,20634,20490
20635,20504,20635,20491
20636,20505,20636,20492
20637,20506,20637,20493
20638,20507,20638,20494
20639,20508,20639,20495
20640,20509,20640,20496
20641,20510,20641,20497
20642,20511,20642,20498
20643,20512,20643,20499
20644,20514,20644,20500
20645,20515,20645,20501
20646,20516,20646,20502
20647,20517,20647,20503
20648,20518,20648,20504
20649,20519,20649,20505
20650,20520,20650,20506
20651,20521,20651,20507
20652,20522,20652,20508
20653,20523,20653,20509
20654,20524,20654,20510
20655,20525,20655,20511
20656,20526,20656,20512
20657,20527,20657,20513
20658,20528,20658,20514
20659,20529,20659,20515
20660,20530,20660,20516
20661,20531,20661,20517
20662,20532,20662,20518
20663,20533,20663,20519
20664,20534,20664,20520
20665,20535,20665,20521
20666,20536,20666,20522
20667,20537,20667,20523
20668,20538,20668,20524
20669,20539,20669,20525
20670,20540,20670,20526
20671,20541,20671,20527
20672,20542,20672,20528
20673,20543,20673,20529
20674,20544,20674,20530
20675,20545,20675,20531
20676,20546,20676,20532
20677,20547,20677,20533
20678,20548,20678,20534
20679,20549,20679,20535
20680,20550,20680,20536
20681,20551,20681,20537
20682,20552,20682,20538
20683,20553,20683,20539
20684,20554,20684,20540
20685,20555,20685,20541
20686,20556,20686,20542
20687,20557,20687,20543
20688,20558,20688,20544
20689,20559,20689,20545
20690,20560,20690,20546
20691,20561,20691,20547
20692,20562,20692,20548
20693,20563,20693,20549
20694,20564,20694,20550
20695,20565,20695,20551
20696,20566,20696,20552
20697,20567,20697,20553
20698,20568,20698,20554
20699,20569,20699,20555
20700,20570,20700,20556
20701,20571,20701,20557
20702,20572,20702,20558
20703,20573,20703,20559
20704,20574,20704,20560
20705,20575,20705,20561
20706,20576,20706,20562
20707,20577,20707,20563
20708,20578,20708,20564
20709,20579,20709,20565
20710,20580,20710,20566
20711,20581,20711,20567
20712,20582,20712,20568
20713,20583,20713,20569
20714,20584,20714,20570
20715,20585,20715,20571
20716,20586,20716,20573
20717,20587,20717,20574
20718,20588,20718,20575
20719,20589,20719,20576
20720,20590,20720,20577
20721,20591,20721,20578
20722,20592,20722,20579
20723,20593,20723,20580
20724,20594,20724,20581
20725,20595,20725,20582
20726,20596,20726,20583
20727,20597,20727,20584
20728,20598,20728,20585
20729,20599,20729,20586
20730,20600,20730,20587
20731,20601,20731,20588
20732,20602,20732,20589
20733,20603,20733,20590
20734,20604,20734,20591
20735,20605,20735,20592
20736,20606,20736,20593
20737,20607,20737,20594
20738,20608,20738,20595
20739,20609,20739,20596
20740,20610,20740,20597
20741,20611,20741,20598
20742,20612,20742,20599
20743,20613,20743,20600
20744,20614,20744,20601
20745,20615,20745,20602
20746,20616,20746,20603
20747,20617,20747,20604
20748,20618,20748,20605
20749,20619,20749,20606
20750,20620,20750,20607
20751,20621,20751,20608
20752,20622,20752,20609
20753,20623,20753,20610
20754,20624,20754,20611
20755,20625,20755,20612
20756,20626,20756,20613
20757,20627,20757,20614
20758,20628,20758,20615
20759,20629,20759,20616
20760,20630,20760,20617
20761,20631,20761,20618
20762,20632,20762,20619
20763,20633,20763,20620
20764,20634,20764,20621
20765,20635,20765,20622
20766,20636,20766,20623
20767,20637,20767,20624
20768,20638,20768,20625
20769,20639,20769,20626
20770,20640,20770,20627
20771,20641,20771,20628
20772,20642,20772,20629
20773,20643,20773,20630
20774,20644,20774,20631
20775,20645,20775,20632
20776,20646,20776,20633
20777,20647,20777,20634
20778,20648,20778,20635
20779,20649,20779,20636
20780,20650,20780,20637
20781,20651,20781,20638
20782,20652,20782,20639
20783,20653,20783,20640
20784,20655,20784,20641
20785,20656,20785,20642
20786,20657,20786,20643
20787,20658,20787,20644
20788,20659,20788,20645
20789,20660,20789,20646
20790,20661,20790,20647
20791,20662,20791,20648
20792,20663,20792,20649
20793,20664,20793,20650
20794,20665,20794,20651
20795,20666,20795,20652
20796,20667,20796,20653
20797,20668,20797,20654
20798,20669,20798,20655
20799,20670,20799,20656
20800,20671,20800,20657
20801,20672,20801,20658
20802,20673,20802,20659
20803,20674,20803,20660
20804,20675,20804,20661
20805,20676,20805,20662
20806,20677,20806,20663
20807,20678,20807,20664
20808,20679,20808,20665
20809,20680,20809,20666
20810,20681,20810,20667
20811,20682,20811,20668
20812,20683,20812,20669
20813,20684,20813,20670
20814,20685,20814,20671
20815,20686,20815,20672
20816,20687,20816,20674
20817,20688,20817,20675
20818,20689,20818,20676
20819,20690,20819,20677
20820,20691,20820,20678
20821,20692,20821,20679
20822,20693,20822,20680
20823,20694,20823,20681
20824,20695,20824,20682
20825,20696,20825,20683
20826,20697,20826,20684
20827,20698,20827,20685
20828,20699,20828,20686
20829,20700,20829,20687
20830,20701,20830,20688
20831,20702,20831,20689
20832,20703,20832,20690
20833,20704,20833,20691
20834,20705,20834,20692
20835,20706,20835,20693
20836,20707,20836,20694
20837,20708,20837,20695
20838,20709,20838,20696
20839,20710,20839,20697
20840,20711,20840,20698
20841,20712,20841,20699
20842,20713,20842,20700
20843,20714,20843,20701
20844,20715,20844,20702
20845,20716,20845,20703
20846,20717,20846,20704
20847,20718,20847,20705
20848,20719,20848,20706
20849,20720,20849,20707
20850,20721,20850,20708
20851,20722,20851,20709
20852,20723,20852,20710
20853,20724,20853,20711
20854,20725,20854,20712
20855,20726,20855,20713
20856,20727,20856,20714
20857,20728,20857,20715
20858,20729,20858,20716
20859,20730,20859,20717
20860,20731,20860,20718
20861,20732,20861,20719
20862,20733,20862,20720
20863,20734,20863,20721
20864,20735,20864,20722
20865,20736,20865,20723
20866,20737,20866,20724
20867,20738,20867,20725
20868,20739,20868,20726
20869,20740,20869,20727
20870,20741,20870,20728
20871,20742,20871,20729
20872,20743,20872,20730
20873,20744,20873,20731
20874,20745,20874,20732
20875,20746,20875,20733
20876,20747,20876,20734
20877,20748,20877,20735
20878,20749,20878,20736
20879,20750,20879,20737
20880,20751,20880,20738
20881,20752,20881,20739
20882,20753,20882,20740
20883,20754,20883,20741
20884,20755,20884,20742
20885,20756,20885,20743
20886,20757,20886,20744
20887,20758,20887,20745
20888,20759,20888,20746
20889,20760,20889,20747
20890,20761,20890,20748
20891,20762,20891,20749
20892,20763,20892,20750
20893,20764,20893,20751
20894,20765,20894,20752
20895,20766,20895,20753
20896,20767,20896,20754
20897,20768,20897,20755
20898,20769,20898,20756
20899,20770,20899,20757
20900,20771,20900,20758
20901,20772,20901,20759
20902,20773,20902,20760
20903,20774,20903,20761
20904,20775,20904,20762
20905,20776,20905,20763
20906,20777,20906,20764
20907,20778,20907,20765
20908,20779,20908,20766
20909,20780,20909,20767
20910,20781,20910,20768
20911,20782,20911,20769
20912,20783,20912,20770
20913,20784,20913,20771
20914,20785,20914,20772
20915,20786,20915,20773
20916,20787,20916,20774
20917,20788,20917,20776
20918,20789,20918,20777
20919,20790,20919,20778
20920,20791,20920,20779
20921,20792,20921,20780
20922,20793,20922,20781
20923,20794,20923,20782
20924,20795,20924,20783
20925,20796,20925,20784
20926,20798,20926,20785
20927,20799,20927,20786
20928,20800,20928,20787
20929,20801,20929,20788
20930,20802,20930,20789
20931,20803,20931,20790
20932,20804,20932,20791
20933,20805,20933,20792
20934,20806,20934,20793
20935,20807,20935,20794
20936,20808,20936,20795
20937,20809,20937,20796
20938,20810,20938,20797
20939,20811,20939,20798
20940,20812,20940,20799
20941,20813,20941,20800
20942,20814,20942,20801
20943,20815,20943,20802
20944,20816,20944,20803
20945,20817,20945,20804
20946,20818,20946,20805
20947,20819,20947,20806
20948,20820,20948,20807
20949,20821,20949,20808
20950,20822,20950,20809
20951,20823,20951,20810
20952,20824,20952,20811
20953,20825,20953,20812
20954,20826,20954,20813
20955,20827,20955,20814
20956,20828,20956,20815
20957,20829,20957,20816
20958,20830,20958,20817
20959,20831,20959,20818
20960,20832,20960,20819
20961,20833,20961,20820
20962,20834,20962,20821
20963,20835,20963,20822
20964,20836,20964,20823
20965,20837,20965,20824
20966,20838,20966,20825
20967,20839,20967,20826
20968,20840,20968,20827
20969,20841,20969,20828
20970,20842,20970,20829
20971,20843,20971,20830
20972,20844,20972,20831
20973,20845,20973,20832
20974,20846,20974,20833
20975,20847,20975,20834
20976,20848,20976,20835
20977,20849,20977,20836
20978,20850,20978,20837
20979,20851,20979,20838
20980,20852,20980,20839
20981,20853,20981,20840
20982,20854,20982,20841
20983,20855,20983,20842
20984,20856,20984,20843
20985,20857,20985,20844
20986,20858,20986,20845
20987,20859,20987,20846
20988,20860,20988,20847
20989,20861,20989,20848
20990,20862,20990,20849
20991,20863,20991,20850
20992,20864,20992,20851
20993,20865,20993,20852
20994,20866,20994,20853
20995,20867,20995,20854
20996,20868,20996,20855
20997,20869,20997,20856
20998,20870,20998,20857
20999,20871,20999,20858
21000,20872,21000,20859
21001,20873,21001,20860
21002,20874,21002,20861
21003,20875,21003,20862
21004,20876,21004,20863
21005,20877,21005,20864
21006,20878,21006,20865
21007,20879,21007,20866
21008,20880,21008,20867
21009,20881,21009,20868
21010,20882,21010,20869
21011,20883,21011,20870
21012,20884,21012,20871
21013,20885,21013,20872
21014,20886,21014,20873
21015,20887,21015,20874
21016,20888,21016,20875
21017,20889,21017,20876
